Address,Town/City,Business Type,Color,Municipality,Security,Town Population,Municipality Population
"55 Hyacinth St, Weltevredenpark, Johannesburg, 1709, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"21 Dora St, New Doornfontein, Johannesburg, 2094, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"76 Jamestown Ave, Crosby, Johannesburg, 2092, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Turffontein Rd, Stafford, Johannesburg, 2137, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Cottesloe, Johannesburg, 2092, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Brabazon Ave, Mondeor, Johannesburg South, 2110, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"119A Bryanpark Shopping Centre, Bryanston, Johannesburg, 2191, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"106 Turffontein Rd, Stafford, Johannesburg, 2137, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Hampton Rd, Dainfern, Fourways, 1685, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Reynolds St, Springfield, Johannesburg, 2023, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"24 Ness Ave, Bryanston, Sandton, 2191, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"59 6th Ave, Florida, Roodepoort, 1710, South Africa",Roodepoort,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"268 Makakola St; 1868 Soweto, Gauteng",Soweto,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Hummingbird Ave, Lenasia, 1827, South Africa",Soweto,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Moroka, Soweto, 1818, South Africa",Soweto,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"S Park Ln, New Doornfontein, Johannesburg, 2094, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Soccer City Ave, Nasrec, Johannesburg, 2147, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"West Campus, Torrance St, Johannesburg, 2000, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"New Doornfontein, Johannesburg, 2094, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Roodeport, Johannesburg, 1850, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Gumede St, Rockvill, Johannesburg, 1860, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"8, Northlands production park, Epsom Ave, Northriding, Johannesburg, 2162, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Rand Show Rd, Aeroton, Johannesburg South, 2013, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"11 Holt St W, Parkmore, Johannesburg, 2195, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Marambu St, Dobsonville, Johannesburg, 1863, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"51 Matsemela St, Thokoza, Johannesburg, 1426, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Glenesk, Johannesburg, 2190, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"106 Turffontein Rd, Stafford, Johannesburg, 2137, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Reynolds St, Springfield, Johannesburg, 2023, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg South, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Korea Rd &amp; Ayr Rd, Melville, Johannesburg, 2006, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg, 2000, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Fernhead Park, 25 Blandford Rd, Parkwood, Johannesburg, 2193, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"126 Stirling St, Syferfontein 51-Ir, Johannesburg, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Marambu St, Dobsonville, Johannesburg, 1863, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
Nasrec Rd; 2091 Johannesburg,Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Cuming Rd, Eldorado Park, Johannesburg, 1811, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"71 Beyers Naude Ave, Potchefstroom, 2520, South Africa",Soweto,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Hummingbird Ave, Lenasia, Johannesburg, 1827, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Westdene, Johannesburg, 2092, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Albertina Sisulu Rd, Paarderand, Johannesburg, 1709, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"6 Kreupelhout Ave, Weltevredenpark, Roodepoort, 1709, South Africa",Roodepoort,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"179 Humming-Bird Ave, Lenasia, 1821, South Africa",Soweto,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"1724, 824 Vermooten Rd, Princess, Roodepoort, 1724, South Africa",Roodepoort,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"2094, 288 7th Ave, Bezuidenhout Valley, Johannesburg, 2094, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"350 Nkoebe St, Mokoena, Katlehong, 1432, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Cockatoo Cl, Rabie Ridge, Midrand, 1688, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witpoort (Beaulieu), Midrand, 1684, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witpoort (Beaulieu), Midrand, 1684, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witpoort (Beaulieu), Midrand, 1684, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witpoort (Beaulieu), Midrand, 1684, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witpoort (Beaulieu), Midrand, 1684, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"In Customer Care, Vodacom Blvd Shop 11, TechCare\\/Walk, Noordwyk, Midrand, 1687, South Africa",Midrand,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"S Park Ln, New Doornfontein, Johannesburg, 2094, South Africa",Johannesburg,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Diepsloot, 2069, South Africa",Diepsloot,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Diepsloot, 2069, South Africa",Diepsloot,Stadiums,Black,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"26 Lynnwood Rd, Arcadia, Pretoria, 0007, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"471 Grosvenor St, Hatfield, Pretoria, 0028, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"130 Maltzan St, Pretoria West, Pretoria, 0001, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Cnr Maunde &amp;, Hlahla St, Atteridgeville, Pretoria, 0006, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"56 Totius St, Groenkloof, Pretoria, 0181, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Pretoria West, Pretoria, 0183, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"912 Unit D, Kudube, Pretoria, 0407, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"George Storrar Dr &amp;, Leyds St, Groenkloof, Pretoria, 0027, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"125 St Joseph Ave, Derdepoort 326-Jr, Pretoria, 0021, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Atterbury Rd &amp;, Lois Ave, Menlyn, Pretoria, 0063, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Zwartkop 356-Jr, Centurion, 0185, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Scientia 627-Jr, Pretoria, 0081, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Valhalla, Centurion, 0185, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Olievenhoutbosch, Centurion, 0187, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"26 Lynnwood Rd, Arcadia, Pretoria, 0007, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Motorcity, Old Pretoria Rd, Halfway House Estate, Midrand, 1685, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"130 Maltzan St, Pretoria West, Pretoria, 0001, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"283 West Ave, Die Hoewes, Centurion, 0046, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Panorama Rd, The Reeds, Centurion, 0158, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"19th Ave, Laudium, Centurion, 0037, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"31 Sports Rd, Lyttelton Manor, Centurion, 0157, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"33 Sesmylspruit St, Sunderland Ridge, Centurion, 0157, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Olievenhoutbosch, Centurion, 0187, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Jewel St &amp; 19th Ave, Laudium, Centurion, 0037, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Zwartkop 356-Jr, Centurion, 0185, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Valhalla, Centurion, 0185, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Olievenhoutbosch, Centurion, 0187, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Mamelodi - S&amp;S, Pretoria, 0101, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Scientia 627-Jr, Pretoria, 0081, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"49 Garsfontein Rd, Pretoria East, Johannesburg, 0081, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Arcadia, Pretoria, 0083, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"56 Totius St, Groenkloof, Pretoria, 0027, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"537 Githa St, Moreletapark, Pretoria, 0044, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Hendrik Alberts &amp;Tobias Smuts Road Street, Pretoria, 0143, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Riviera, Pretoria, 0084, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"M10, Mamelodi, Pretoria, 0101, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"307 Aquamarine St, Pebble Rock Golf Village, Pretoria, 0037, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Darling St, Kudube Unit D, Kudube, 0400, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Atterbury Rd &amp;, Lois Ave, Menlyn, Pretoria, 0063, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"0083 Pretoria, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Darling St, Kudube Unit D, Kudube, 0400, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"453 Pretorius St, Arcadia, Pretoria, 0007, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"469 Pretorius St, Arcadia, Pretoria, 0007, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Jewel St &amp; 19th Ave, Laudium, Centurion, 0037, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Olievenhoutbosch, Centurion, 0187, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Irene Security Estate, Centurion, 0062, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1 Lexington Nook, Centurion Golf Estate, Centurion, 0046, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1033 Saxby Ave, Eldoraigne, Centurion, 0157, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"283 West Ave, Die Hoewes, Centurion, 0046, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"19th Ave, Laudium, Centurion, 0037, South Africa",Centurion,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Mamelodi, Pretoria, 0101, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"113 Kubone Dr, Mamelodi - KC4, Pretoria, 0122, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"23 22nd Ave, Rietfontein, Pretoria, 0084, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1194 Prospect St, Hatfield, Pretoria, 0028, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"23 22nd Ave, Rietfontein, Pretoria, 0084, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"0008 Pretoria, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Besembiesie Rd, Montana Park, Pretoria, 0182, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"326 31st Ave, Villieria, Pretoria, 0186, South Africa",Pretoria,Stadiums,Black,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
